Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Product Category,Product Department,Storage Cost
"insta-bed Neverflat Air Mattress",2017-09-01 00:00:00.000,0,1.86747,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2017-08-01 00:00:00.000,0,0.89496,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2017-07-01 00:00:00.000,0,1.15521,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-07-01 00:00:00.000,0,0.4666,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2017-07-01 00:00:00.000,0,1.1032,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2017-06-01 00:00:00.000,0,1.20475,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-06-01 00:00:00.000,0,1.86256,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2017-06-01 00:00:00.000,0,0.76251,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2017-05-01 00:00:00.000,0,1.29473,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-04-01 00:00:00.000,0,0.26606,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-03-01 00:00:00.000,0,0.21998,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2017-03-01 00:00:00.000,0,1.68446,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2017-02-01 00:00:00.000,0,1.73918,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-02-01 00:00:00.000,0,0.46957,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2017-02-01 00:00:00.000,0,0.67349,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2017-01-01 00:00:00.000,0,1.05467,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2017-01-01 00:00:00.000,0,0.82082,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-12-01 00:00:00.000,0,0.52745,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-12-01 00:00:00.000,0,1.981,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-11-01 00:00:00.000,0,1.27365,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-11-01 00:00:00.000,0,1.99331,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-10-01 00:00:00.000,0,0.19757,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-10-01 00:00:00.000,0,1.17361,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2016-09-01 00:00:00.000,0,0.53017,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-09-01 00:00:00.000,0,0.95045,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-09-01 00:00:00.000,0,2.27968,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-08-01 00:00:00.000,0,2.18069,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-08-01 00:00:00.000,0,1.18488,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-07-01 00:00:00.000,0,0.28989,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-07-01 00:00:00.000,0,0.92006,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-06-01 00:00:00.000,0,1.1801,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-06-01 00:00:00.000,0,0.76755,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-05-01 00:00:00.000,0,1.33361,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-05-01 00:00:00.000,0,1.21703,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-04-01 00:00:00.000,0,1.48206,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-04-01 00:00:00.000,0,2.24098,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-03-01 00:00:00.000,0,1.73927,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-03-01 00:00:00.000,0,0.37764,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2016-02-01 00:00:00.000,0,1.82404,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-02-01 00:00:00.000,0,1.15947,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-02-01 00:00:00.000,0,0.71048,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2016-01-01 00:00:00.000,0,0.97974,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2016-01-01 00:00:00.000,0,0.29268,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2015-12-01 00:00:00.000,0,0.33154,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-12-01 00:00:00.000,0,1.04007,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-12-01 00:00:00.000,0,0.28053,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-11-01 00:00:00.000,0,0.51949,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-11-01 00:00:00.000,0,0.69828,"Hunting & Shooting","Fan Shop",0
"ENO Atlas Hammock Straps",2015-10-01 00:00:00.000,0,2.16479,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-10-01 00:00:00.000,0,1.06336,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-10-01 00:00:00.000,0,1.18438,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-09-01 00:00:00.000,0,2.06319,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-09-01 00:00:00.000,0,0.48712,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-08-01 00:00:00.000,0,0.64986,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-08-01 00:00:00.000,0,0.72431,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-07-01 00:00:00.000,0,1.92201,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-07-01 00:00:00.000,0,1.78387,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-06-01 00:00:00.000,0,1.14975,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-05-01 00:00:00.000,0,1.37034,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-05-01 00:00:00.000,0,2.00452,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-04-01 00:00:00.000,0,1.89566,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-04-01 00:00:00.000,0,0.9379,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-03-01 00:00:00.000,0,1.61369,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-03-01 00:00:00.000,0,1.5461,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-02-01 00:00:00.000,0,1.93772,"Hunting & Shooting","Fan Shop",0
"insta-bed Neverflat Air Mattress",2015-02-01 00:00:00.000,0,2.32504,"Hunting & Shooting","Fan Shop",0
"The North Face Women's Recon Backpack",2015-01-01 00:00:00.000,0,1.00404,"Hunting & Shooting","Fan Shop",0
"CDs of rock",2017-12-01 00:00:00.000,0,1.2039,"CDs","Discs Shop",0
"Fighting video games",2017-10-01 00:00:00.000,0,1.93933,"Video Games","Discs Shop",0
"Rock music",2017-10-01 00:00:00.000,0,0.98812,"Music","Discs Shop",0
"Fighting video games",2017-09-01 00:00:00.000,0,0.63984,"Video Games","Discs Shop",0
"Rock music",2017-09-01 00:00:00.000,0,2.17014,"Music","Discs Shop",0
"DVDs",2017-08-01 00:00:00.000,0,1.29943,"DVDs","Discs Shop",0
"Fighting video games",2017-08-01 00:00:00.000,0,1.7104,"Video Games","Discs Shop",0
"Rock music",2017-08-01 00:00:00.000,0,1.4155,"Music","Discs Shop",0
"DVDs",2017-07-01 00:00:00.000,0,0.11396,"DVDs","Discs Shop",0
"Fighting video games",2017-07-01 00:00:00.000,0,1.59213,"Video Games","Discs Shop",0
"Rock music",2017-07-01 00:00:00.000,0,2.096,"Music","Discs Shop",0
"CDs of rock",2017-07-01 00:00:00.000,0,2.05705,"CDs","Discs Shop",0
"Fighting video games",2017-06-01 00:00:00.000,0,1.94097,"Video Games","Discs Shop",0
"Rock music",2017-06-01 00:00:00.000,0,0.45918,"Music","Discs Shop",0
"CDs of rock",2017-06-01 00:00:00.000,0,0.77223,"CDs","Discs Shop",0
"DVDs",2017-05-01 00:00:00.000,0,0.23813,"DVDs","Discs Shop",0
"Fighting video games",2017-05-01 00:00:00.000,0,1.66,"Video Games","Discs Shop",0
"Rock music",2017-05-01 00:00:00.000,0,0.98042,"Music","Discs Shop",0
"CDs of rock",2017-05-01 00:00:00.000,0,2.27018,"CDs","Discs Shop",0
"DVDs",2017-04-01 00:00:00.000,0,1.52327,"DVDs","Discs Shop",0
"Fighting video games",2017-04-01 00:00:00.000,0,1.26348,"Video Games","Discs Shop",0
"Rock music",2017-04-01 00:00:00.000,0,1.17605,"Music","Discs Shop",0
"CDs of rock",2017-04-01 00:00:00.000,0,1.59133,"CDs","Discs Shop",0
"DVDs",2017-03-01 00:00:00.000,0,1.48331,"DVDs","Discs Shop",0
"Fighting video games",2017-03-01 00:00:00.000,0,0.86901,"Video Games","Discs Shop",0
"Rock music",2017-03-01 00:00:00.000,0,0.18115,"Music","Discs Shop",0
"CDs of rock",2017-03-01 00:00:00.000,0,2.19858,"CDs","Discs Shop",0
"DVDs",2017-02-01 00:00:00.000,0,1.53947,"DVDs","Discs Shop",0
"Fighting video games",2017-02-01 00:00:00.000,0,0.70485,"Video Games","Discs Shop",0
"Rock music",2017-02-01 00:00:00.000,0,1.60965,"Music","Discs Shop",0
"CDs of rock",2017-02-01 00:00:00.000,0,0.38238,"CDs","Discs Shop",0
"DVDs",2017-01-01 00:00:00.000,0,1.77452,"DVDs","Discs Shop",0
"Fighting video games",2017-01-01 00:00:00.000,0,2.07795,"Video Games","Discs Shop",0
"Rock music",2017-01-01 00:00:00.000,0,0.38304,"Music","Discs Shop",0
"CDs of rock",2017-01-01 00:00:00.000,0,1.2696,"CDs","Discs Shop",0
"DVDs",2016-12-01 00:00:00.000,0,2.02495,"DVDs","Discs Shop",0
"Fighting video games",2016-12-01 00:00:00.000,0,0.49693,"Video Games","Discs Shop",0
"Rock music",2016-12-01 00:00:00.000,0,0.90555,"Music","Discs Shop",0
"CDs of rock",2016-12-01 00:00:00.000,0,0.56565,"CDs","Discs Shop",0
"DVDs",2016-11-01 00:00:00.000,0,1.55537,"DVDs","Discs Shop",0
"Fighting video games",2016-11-01 00:00:00.000,0,0.4281,"Video Games","Discs Shop",0
"Rock music",2016-11-01 00:00:00.000,0,1.09312,"Music","Discs Shop",0
"CDs of rock",2016-11-01 00:00:00.000,0,0.67119,"CDs","Discs Shop",0
"DVDs",2016-10-01 00:00:00.000,0,0.26391,"DVDs","Discs Shop",0
"Fighting video games",2016-10-01 00:00:00.000,0,2.0695,"Video Games","Discs Shop",0
"Rock music",2016-10-01 00:00:00.000,0,0.12491,"Music","Discs Shop",0
"CDs of rock",2016-10-01 00:00:00.000,0,1.34947,"CDs","Discs Shop",0
"DVDs",2016-09-01 00:00:00.000,0,1.75421,"DVDs","Discs Shop",0
"Fighting video games",2016-09-01 00:00:00.000,0,0.10446,"Video Games","Discs Shop",0
"Rock music",2016-09-01 00:00:00.000,0,0.81935,"Music","Discs Shop",0
"CDs of rock",2016-09-01 00:00:00.000,0,1.33787,"CDs","Discs Shop",0
"DVDs",2016-08-01 00:00:00.000,0,0.98793,"DVDs","Discs Shop",0
"Fighting video games",2016-08-01 00:00:00.000,0,1.11277,"Video Games","Discs Shop",0
"Rock music",2016-08-01 00:00:00.000,0,0.50828,"Music","Discs Shop",0
"CDs of rock",2016-08-01 00:00:00.000,0,1.90332,"CDs","Discs Shop",0
"DVDs",2016-07-01 00:00:00.000,0,1.97297,"DVDs","Discs Shop",0
"Fighting video games",2016-07-01 00:00:00.000,0,1.18653,"Video Games","Discs Shop",0
"Rock music",2016-07-01 00:00:00.000,0,1.46292,"Music","Discs Shop",0
"CDs of rock",2016-07-01 00:00:00.000,0,1.41031,"CDs","Discs Shop",0
"DVDs",2016-06-01 00:00:00.000,0,1.13783,"DVDs","Discs Shop",0
"Fighting video games",2016-06-01 00:00:00.000,0,1.68304,"Video Games","Discs Shop",0
"Rock music",2016-06-01 00:00:00.000,0,1.68552,"Music","Discs Shop",0
"CDs of rock",2016-06-01 00:00:00.000,0,1.84032,"CDs","Discs Shop",0
"DVDs",2016-05-01 00:00:00.000,0,1.55972,"DVDs","Discs Shop",0
"Fighting video games",2016-05-01 00:00:00.000,0,0.85518,"Video Games","Discs Shop",0
"Rock music",2016-05-01 00:00:00.000,0,2.07781,"Music","Discs Shop",0
"CDs of rock",2016-05-01 00:00:00.000,0,1.76203,"CDs","Discs Shop",0
"DVDs",2016-04-01 00:00:00.000,0,2.29672,"DVDs","Discs Shop",0
"Fighting video games",2016-04-01 00:00:00.000,0,0.15062,"Video Games","Discs Shop",0
"Rock music",2016-04-01 00:00:00.000,0,1.58323,"Music","Discs Shop",0
"CDs of rock",2016-04-01 00:00:00.000,0,1.56492,"CDs","Discs Shop",0
"DVDs",2016-03-01 00:00:00.000,0,1.42007,"DVDs","Discs Shop",0
"Fighting video games",2016-03-01 00:00:00.000,0,0.46759,"Video Games","Discs Shop",0
"Rock music",2016-03-01 00:00:00.000,0,1.43338,"Music","Discs Shop",0
"CDs of rock",2016-03-01 00:00:00.000,0,0.95234,"CDs","Discs Shop",0
"Fighting video games",2016-02-01 00:00:00.000,0,0.7138,"Video Games","Discs Shop",0
"CDs of rock",2016-02-01 00:00:00.000,0,2.19182,"CDs","Discs Shop",0
"Rock music",2016-01-01 00:00:00.000,0,0.57453,"Music","Discs Shop",0
"CDs of rock",2016-01-01 00:00:00.000,0,1.19171,"CDs","Discs Shop",0
"CDs of rock",2015-12-01 00:00:00.000,0,1.8402,"CDs","Discs Shop",0
"DVDs",2015-11-01 00:00:00.000,0,0.71329,"DVDs","Discs Shop",0
"Rock music",2015-11-01 00:00:00.000,0,1.64301,"Music","Discs Shop",0
"CDs of rock",2015-11-01 00:00:00.000,0,1.86013,"CDs","Discs Shop",0
"Fighting video games",2015-10-01 00:00:00.000,0,0.63308,"Video Games","Discs Shop",0
"Rock music",2015-10-01 00:00:00.000,0,0.92583,"Music","Discs Shop",0
"CDs of rock",2015-10-01 00:00:00.000,0,2.04327,"CDs","Discs Shop",0
"DVDs",2015-09-01 00:00:00.000,0,2.23474,"DVDs","Discs Shop",0
"Fighting video games",2015-09-01 00:00:00.000,0,0.3502,"Video Games","Discs Shop",0
"Rock music",2015-09-01 00:00:00.000,0,0.35219,"Music","Discs Shop",0
"DVDs",2015-08-01 00:00:00.000,0,1.34317,"DVDs","Discs Shop",0
"Fighting video games",2015-08-01 00:00:00.000,0,1.69252,"Video Games","Discs Shop",0
"Rock music",2015-08-01 00:00:00.000,0,1.92975,"Music","Discs Shop",0
"DVDs",2015-07-01 00:00:00.000,0,1.90579,"DVDs","Discs Shop",0
"Fighting video games",2015-07-01 00:00:00.000,0,1.56919,"Video Games","Discs Shop",0
"Rock music",2015-07-01 00:00:00.000,0,2.34219,"Music","Discs Shop",0
"CDs of rock",2015-07-01 00:00:00.000,0,1.072,"CDs","Discs Shop",0
"DVDs",2015-06-01 00:00:00.000,0,1.56419,"DVDs","Discs Shop",0
"Fighting video games",2015-06-01 00:00:00.000,0,0.72249,"Video Games","Discs Shop",0
"Rock music",2015-06-01 00:00:00.000,0,2.07079,"Music","Discs Shop",0
"CDs of rock",2015-06-01 00:00:00.000,0,0.74522,"CDs","Discs Shop",0
"DVDs",2015-05-01 00:00:00.000,0,0.57235,"DVDs","Discs Shop",0
"Fighting video games",2015-05-01 00:00:00.000,0,2.24201,"Video Games","Discs Shop",0
"Rock music",2015-05-01 00:00:00.000,0,1.90517,"Music","Discs Shop",0
"CDs of rock",2015-05-01 00:00:00.000,0,0.95883,"CDs","Discs Shop",0
"DVDs",2015-04-01 00:00:00.000,0,0.50504,"DVDs","Discs Shop",0
"Fighting video games",2015-04-01 00:00:00.000,0,0.82617,"Video Games","Discs Shop",0
"Rock music",2015-04-01 00:00:00.000,0,1.25452,"Music","Discs Shop",0
"CDs of rock",2015-04-01 00:00:00.000,0,0.54796,"CDs","Discs Shop",0
"DVDs",2015-03-01 00:00:00.000,0,0.35696,"DVDs","Discs Shop",0
"Fighting video games",2015-03-01 00:00:00.000,0,2.18387,"Video Games","Discs Shop",0
"Rock music",2015-03-01 00:00:00.000,0,0.33491,"Music","Discs Shop",0
"CDs of rock",2015-03-01 00:00:00.000,0,0.67775,"CDs","Discs Shop",0
"DVDs",2015-02-01 00:00:00.000,0,2.03789,"DVDs","Discs Shop",0
"Fighting video games",2015-02-01 00:00:00.000,0,2.17439,"Video Games","Discs Shop",0
"Rock music",2015-02-01 00:00:00.000,0,1.39445,"Music","Discs Shop",0
"CDs of rock",2015-02-01 00:00:00.000,0,0.24304,"CDs","Discs Shop",0
"Under Armour Girls' Toddler Spine Surge Runni",2017-12-01 00:00:00.000,0,1.47648,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-12-01 00:00:00.000,0,2.07809,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-12-01 00:00:00.000,0,0.47667,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-12-01 00:00:00.000,0,1.00566,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-12-01 00:00:00.000,0,0.63609,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-12-01 00:00:00.000,0,1.27932,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-12-01 00:00:00.000,0,0.43288,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-11-01 00:00:00.000,0,1.15918,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-11-01 00:00:00.000,0,1.37329,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-11-01 00:00:00.000,0,1.9268,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-11-01 00:00:00.000,0,1.2935,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-11-01 00:00:00.000,0,0.36907,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-11-01 00:00:00.000,0,0.5749,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-10-01 00:00:00.000,0,1.57212,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-10-01 00:00:00.000,0,2.2386,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-10-01 00:00:00.000,0,0.44429,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-10-01 00:00:00.000,0,0.30068,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-10-01 00:00:00.000,0,1.03461,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-10-01 00:00:00.000,0,2.14424,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-09-01 00:00:00.000,0,0.60725,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-09-01 00:00:00.000,0,2.04095,"Shop By Sport","Golf",0
"TYR Boys' Team Digi Jammer",2017-09-01 00:00:00.000,0,0.71103,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-09-01 00:00:00.000,0,2.10537,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-09-01 00:00:00.000,0,2.1592,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-08-01 00:00:00.000,0,1.57126,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-08-01 00:00:00.000,0,0.56969,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-08-01 00:00:00.000,0,0.46299,"Girls' Apparel","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-07-01 00:00:00.000,0,2.06286,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-07-01 00:00:00.000,0,0.94429,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-07-01 00:00:00.000,0,0.65972,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-07-01 00:00:00.000,0,0.23133,"Girls' Apparel","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-06-01 00:00:00.000,0,0.65486,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-06-01 00:00:00.000,0,0.44089,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-06-01 00:00:00.000,0,1.6235,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-06-01 00:00:00.000,0,0.67805,"Girls' Apparel","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-05-01 00:00:00.000,0,0.99225,"Girls' Apparel","Golf",0
"TYR Boys' Team Digi Jammer",2017-05-01 00:00:00.000,0,1.15261,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-05-01 00:00:00.000,0,2.25532,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2017-04-01 00:00:00.000,0,2.34503,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-04-01 00:00:00.000,0,1.26299,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-03-01 00:00:00.000,0,1.88333,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2017-02-01 00:00:00.000,0,1.62649,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2017-02-01 00:00:00.000,0,1.05431,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2017-01-01 00:00:00.000,0,1.13098,"Girls' Apparel","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2017-01-01 00:00:00.000,0,1.09663,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2016-12-01 00:00:00.000,0,1.74775,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-12-01 00:00:00.000,0,1.07751,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2016-11-01 00:00:00.000,0,0.5087,"Girls' Apparel","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2016-11-01 00:00:00.000,0,0.33705,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-11-01 00:00:00.000,0,0.35672,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2016-10-01 00:00:00.000,0,2.06531,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-10-01 00:00:00.000,0,2.23669,"Shop By Sport","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2016-09-01 00:00:00.000,0,1.35416,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2016-09-01 00:00:00.000,0,2.01733,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2016-09-01 00:00:00.000,0,2.03054,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-09-01 00:00:00.000,0,0.38264,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-08-01 00:00:00.000,0,1.32861,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2016-07-01 00:00:00.000,0,1.58285,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2016-07-01 00:00:00.000,0,0.22251,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-07-01 00:00:00.000,0,1.36899,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-06-01 00:00:00.000,0,1.55561,"Shop By Sport","Golf",0
"TYR Boys' Team Digi Jammer",2016-05-01 00:00:00.000,0,0.14644,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2016-05-01 00:00:00.000,0,0.68737,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-05-01 00:00:00.000,0,0.14746,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-04-01 00:00:00.000,0,1.8469,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-03-01 00:00:00.000,0,0.34103,"Shop By Sport","Golf",0
"adidas Youth Germany Black/Red Away Match Soc",2016-02-01 00:00:00.000,0,0.11546,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-02-01 00:00:00.000,0,2.11738,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2016-01-01 00:00:00.000,0,0.85614,"Shop By Sport","Golf",0
"TYR Boys' Team Digi Jammer",2015-12-01 00:00:00.000,0,0.14113,"Girls' Apparel","Golf",0
"adidas Men's Germany Black Crest Away Tee",2015-12-01 00:00:00.000,0,0.58212,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2015-12-01 00:00:00.000,0,2.29789,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2015-11-01 00:00:00.000,0,1.75412,"Shop By Sport","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2015-10-01 00:00:00.000,0,0.24951,"Shop By Sport","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2015-10-01 00:00:00.000,0,0.58282,"Shop By Sport","Golf",0
"Nike Men's Deutschland Weltmeister Winners Bl",2015-09-01 00:00:00.000,0,1.70877,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2015-09-01 00:00:00.000,0,0.14709,"Shop By Sport","Golf",0
"adidas Men's Germany Black Crest Away Tee",2015-08-01 00:00:00.000,0,1.06493,"Girls' Apparel","Golf",0
"Nike Men's Kobe IX Elite Low Basketball Shoe",2015-08-01 00:00:00.000,0,0.86438,"Shop By Sport","Golf",0
"Columbia Men's PFG Anchor Tough T-Shirt",2015-07-01 00:00:00.000,0,0.66958,"Shop By Sport","Golf",0
"TYR Boys' Team Digi Jammer",2015-07-01 00:00:00.000,0,1.93085,"Girls' Apparel","Golf",0
